,coldid,prodid
3868,2074,69
3869,550,7
3870,1825,199
3871,1350,7
3872,223,131
3873,967,35
3874,2074,69
3875,1947,35
3876,1538,99
3877,386,35
3878,678,35
3879,1217,99
3880,234,131
3881,1348,69
3882,687,150
3883,1538,69
3884,2251,131
3885,550,35
3886,386,81
3887,2074,150
3888,1217,199
3889,1976,131
3890,550,69
3891,1997,41
3892,1350,199
3893,2074,81
3894,1168,35
3895,1538,11
3896,386,99
3897,597,99
3898,234,69
3899,223,199
3900,2074,69
3901,967,69
3902,223,150
3903,706,35
3904,602,150
3905,1951,69
3906,706,150
3907,678,41
3908,687,131
3909,1168,99
3910,1217,35
3911,1976,81
3912,1350,41
3913,1718,199
3914,1217,7
3915,1350,69
3916,399,81
3917,647,150
3918,332,11
3919,597,11
3920,1976,69
3921,1217,7
3922,386,35
3923,1408,7
3924,2289,150
3925,386,81
3926,2046,7
3927,201,7
3928,550,99
3929,332,11
3930,1168,131
3931,1951,199
3932,815,81
3933,1947,69
3934,1538,99
3935,2289,99
3936,1348,131
3937,1976,69
3938,1965,11
3939,1168,41
3940,706,11
3941,741,99
3942,201,11
3943,1538,7
3944,2251,150
3945,1901,199
3946,1947,131
3947,399,35
3948,836,199
3949,332,81
3950,678,81
3951,2251,7
3952,2046,41
3953,1408,150
3954,2289,150
3955,399,131
3956,386,131
3957,687,35
3958,332,11
3959,1217,131
3960,201,99
3961,741,99
3962,967,131
3963,234,150
3964,399,150
3965,1538,131
3966,706,81
3967,663,35
3968,1538,150
3969,741,150
3970,647,99
3971,399,69
3972,1930,99
3973,1947,131
3974,1350,7
3975,1217,69
3976,1951,35
3977,1718,7
3978,2046,150
3979,550,150
3980,2241,35
3981,1350,199
3982,1408,35
3983,399,69
3984,1718,131
3985,967,131
3986,602,11
3987,1825,99
3988,1976,11
3989,647,99
3990,1350,150
3991,332,99
3992,663,131
3993,647,81
3994,647,150
3995,1350,41
3996,706,11
3997,1538,7
3998,663,69
3999,2289,41
4000,663,35
4001,663,69
4002,1168,69
4003,234,199
4004,332,35
4005,386,69
4006,815,35
4007,1997,150
4008,1718,11
4009,2251,199
4010,706,35
4011,706,150
4012,1168,99
4013,1825,69
4014,313,11
4015,1976,150
4016,223,11
4017,1997,41
4018,597,81
4019,602,11
4020,1976,99
4021,1350,69
4022,815,81
4023,1976,7
4024,1348,150
4025,1951,11
4026,313,99
4027,386,41
4028,663,150
4029,1408,199
4030,1825,131
4031,647,150
4032,967,69
4033,1350,11
4034,234,99
4035,1217,11
4036,223,150
4037,550,150
4038,234,99
4039,1901,35
4040,1947,150
4041,1825,11
4042,602,81
4043,201,11
4044,967,11
4045,1930,41
4046,678,150
4047,967,81
4048,1348,199
4049,1965,81
4050,1538,131
4051,967,199
4052,550,150
4053,706,150
4054,602,99
4055,967,199
4056,1825,199
4057,602,199
4058,1168,199
4059,201,35
4060,1825,11
4061,1930,131
4062,1825,131
4063,1217,7
4064,550,99
4065,1965,99
4066,386,199
4067,234,7
4068,1951,81
4069,223,69
4070,678,99
4071,1947,199
4072,597,81
4073,663,131
4074,762,11
4075,1901,81
4076,815,150
4077,663,99
4078,836,41
4079,663,41
4080,2251,7
4081,647,7
4082,2046,7
4083,201,7
4084,1951,81
4085,1408,41
4086,2241,131
4087,2251,99
4088,223,81
4089,1965,131
4090,1997,150
4091,399,7
4092,201,69
4093,967,35
4094,597,11
4095,706,99
4096,2289,199
4097,1965,41
4098,836,7
4099,741,11
4100,602,81
4101,1976,41
4102,550,199
4103,2046,81
4104,1217,69
4105,223,99
4106,1997,11
4107,687,7
4108,678,199
4109,687,41
4110,706,150
4111,2046,41
4112,1976,99
4113,597,35
4114,1930,41
4115,234,11
4116,706,99
4117,836,41
4118,201,150
4119,550,35
4120,332,81
4121,815,69
4122,1538,131
4123,1965,81
4124,1997,35
4125,706,199
4126,550,7
4127,1408,81
4128,678,131
4129,1168,199
4130,1718,199
4131,678,11
4132,386,11
4133,836,69
4134,313,41
4135,1408,150
4136,2241,41
4137,2289,35
4138,1965,131
4139,1976,41
4140,2241,69
4141,2074,11
4142,1951,11
4143,2289,199
4144,2074,81
4145,678,41
4146,1901,199
4147,1825,99
4148,597,199
4149,1538,69
4150,1930,11
4151,597,11
4152,1951,7
4153,1965,150
4154,1168,41
4155,1997,7
4156,313,131
4157,1947,35
4158,1538,99
4159,550,131
4160,2251,131
4161,1901,131
4162,1408,35
4163,597,35
4164,332,131
4165,234,7
4166,762,99
4167,332,35
4168,706,35
4169,1538,41
4170,386,199
4171,647,11
4172,678,150
4173,1825,81
4174,1350,7
4175,201,131
4176,386,99
4177,687,150
4178,332,11
4179,836,81
4180,1947,150
4181,687,7
4182,678,11
4183,706,7
4184,386,81
4185,223,99
4186,647,35
4187,678,99
4188,223,35
4189,1348,35
4190,663,41
4191,741,11
4192,836,199
4193,201,199
4194,1217,35
4195,550,7
4196,1976,99
4197,1976,7
4198,550,131
4199,762,69
4200,399,7
4201,1350,41
4202,1901,81
4203,1947,69
4204,2251,41
4205,313,41
4206,687,7
4207,1965,69
4208,967,69
4209,1976,69
4210,234,41
4211,399,150
4212,663,81
4213,2289,11
4214,741,7
4215,2046,81
4216,1997,131
4217,762,99
4218,1538,41
4219,550,11
4220,647,7
4221,2289,99
4222,2046,150
4223,1976,199
4224,663,35
4225,706,35
4226,1538,150
4227,201,41
4228,741,41
4229,741,7
4230,1168,7
4231,1348,11
4232,1976,150
4233,741,69
4234,201,7
4235,2289,69
4236,1976,7
4237,2074,99
4238,1930,131
4239,1947,81
4240,602,199
4241,815,199
4242,1951,131
4243,1718,41
4244,2074,69
4245,1901,11
4246,399,35
4247,1217,150
4248,2074,7
4249,1947,41
4250,741,199
4251,2074,81
4252,597,35
4253,1976,81
4254,223,7
4255,223,81
4256,1976,81
4257,815,99
4258,1965,150
4259,1217,99
4260,2289,99
4261,2289,69
4262,1718,150
4263,687,81
4264,1930,199
4265,1348,131
4266,678,99
4267,741,7
4268,602,131
4269,2046,99
4270,1538,41
4271,2289,199
4272,2046,99
4273,2289,69
4274,1951,150
4275,1997,199
4276,1965,7
4277,1168,41
4278,332,11
4279,332,131
4280,2241,69
4281,1901,35
4282,1930,41
4283,1217,150
4284,201,41
4285,399,99
4286,597,41
4287,2074,35
4288,223,11
4289,1947,69
4290,1901,99
4291,2241,41
4292,1965,41
4293,663,69
4294,399,41
4295,550,99
4296,1168,69
4297,550,41
4298,678,81
4299,2251,199
4300,1930,131
4301,313,35
4302,762,69
4303,2289,150
4304,1168,81
4305,1965,150
4306,1965,131
4307,678,11
4308,1718,131
4309,678,81
4310,647,81
4311,313,131
4312,1348,131
4313,663,199
4314,2241,7
4315,663,99
4316,1718,11
4317,1976,11
4318,2251,69
4319,678,41
4320,1976,41
4321,706,199
4322,332,150
4323,2074,150
4324,313,199
4325,1997,35
4326,2074,69
4327,2251,7
4328,967,81
4329,332,41
4330,678,7
4331,602,150
4332,399,69
4333,313,81
4334,1168,99
4335,815,81
4336,1408,150
4337,386,41
4338,1947,11
4339,550,81
4340,201,150
4341,1901,7
4342,663,35
4343,399,99
4344,2251,99
4345,1997,11
4346,1538,131
4347,1947,81
4348,1718,35
4349,386,11
4350,1997,81
4351,1976,41
4352,597,150
4353,602,41
4354,1976,41
4355,1901,131
4356,741,41
4357,2046,7
4358,1947,7
4359,1947,81
4360,663,35
4361,1951,150
4362,1718,81
4363,602,199
4364,1825,11
4365,1217,11
4366,762,69
4367,313,81
4368,663,81
4369,1947,150
4370,1976,199
4371,1951,150
4372,2241,199
4373,1350,150
4374,741,35
4375,1901,69
4376,2289,131
4377,2251,81
4378,1901,150
4379,1997,99
4380,386,41
4381,399,7
4382,313,7
4383,1538,41
4384,1976,35
4385,741,131
4386,399,7
4387,1348,199
4388,1408,11
4389,2046,41
4390,1965,131
4391,1348,99
4392,602,11
4393,332,11
4394,741,199
4395,332,35
4396,815,41
4397,678,81
4398,741,41
4399,815,81
4400,967,99
4401,1947,150
4402,687,35
4403,2289,81
4404,386,35
4405,706,41
4406,1348,150
4407,2289,69
4408,815,99
4409,678,69
4410,1997,69
4411,687,81
4412,1951,7
4413,201,150
4414,602,131
4415,2046,7
4416,1825,99
4417,1997,81
4418,597,11
4419,332,199
4420,1947,41
4421,386,99
4422,313,99
4423,741,35
4424,1348,41
4425,2074,99
4426,706,199
4427,1168,150
4428,2289,7
4429,1965,150
4430,678,35
4431,1951,131
4432,1168,41
4433,1901,131
4434,1348,131
4435,2241,131
4436,2241,150
4437,1901,199
4438,1348,11
4439,1718,81
4440,1951,81
4441,399,199
4442,1538,131
4443,1538,99
4444,2046,69
4445,663,35
4446,2251,131
4447,1947,81
4448,1217,35
4449,2289,131
4450,2241,199
4451,386,7
4452,1538,99
4453,386,41
4454,234,41
4455,234,99
4456,1997,35
4457,386,199
4458,2241,199
4459,313,99
4460,678,11
4461,762,7
4462,2251,131
4463,313,199
4464,1168,7
4465,1901,7
4466,1825,35
4467,234,81
4468,663,99
4469,1348,11
4470,399,81
4471,1930,11
4472,647,199
4473,201,150
4474,663,69
4475,678,11
4476,2289,99
4477,1930,81
4478,1408,81
4479,687,41
4480,2046,35
4481,386,131
4482,399,11
4483,1951,81
4484,1348,150
4485,399,7
4486,597,81
4487,2046,69
4488,836,99
4489,741,99
4490,597,81
4491,678,35
4492,2289,199
4493,2251,35
4494,313,131
4495,234,131
4496,602,131
4497,201,7
4498,1997,81
4499,332,35
4500,2046,7
4501,223,11
4502,1951,81
4503,602,41
4504,1976,69
4505,2074,150
4506,815,99
4507,1217,69
4508,332,7
4509,1930,7
4510,1408,69
4511,2251,11
4512,687,35
4513,386,35
4514,550,7
4515,550,150
4516,550,131
4517,678,35
4518,1965,69
4519,234,99
4520,687,35
4521,741,11
4522,836,99
4523,1947,99
4524,1408,11
4525,2251,199
4526,1217,131
4527,706,41
4528,1217,35
4529,815,131
4530,1168,131
4531,1825,150
4532,967,7
4533,1217,131
4534,1825,81
4535,2046,41
4536,2251,150
4537,1350,35
4538,815,35
4539,762,7
4540,1947,131
4541,1217,150
4542,1976,199
4543,1825,150
4544,1348,99
4545,2289,41
4546,1965,199
4547,1947,199
4548,2289,7
4549,741,150
4550,2046,199
4551,1951,35
4552,597,41
4553,2046,81
4554,602,69
4555,386,7
4556,2241,69
4557,687,35
4558,1965,11
4559,967,150
4560,1718,41
4561,399,81
4562,647,199
4563,1951,150
4564,1825,131
4565,234,131
4566,762,7
4567,1825,150
4568,1930,99
4569,223,99
4570,2251,35
4571,1965,69
4572,741,7
4573,762,150
4574,967,69
4575,399,11
4576,1348,131
4577,2241,35
4578,2241,69
4579,1538,99
4580,332,99
4581,647,69
4582,313,131
4583,1965,150
4584,597,131
4585,967,150
4586,1348,35
4587,678,69
4588,1348,199
4589,1976,35
4590,1930,150
4591,1965,69
4592,1930,131
4593,1718,99
4594,663,150
4595,815,199
4596,1168,81
4597,647,131
4598,1168,199
4599,1951,35
4600,647,131
4601,741,69
4602,647,69
4603,663,11
4604,1718,131
4605,2074,131
4606,967,7
4607,2046,199
4608,223,41
4609,678,7
4610,687,35
4611,1951,81
4612,1538,81
4613,1965,11
4614,2046,41
4615,687,81
4616,1965,35
4617,2251,81
4618,687,99
4619,1947,99
4620,1408,35
4621,1408,131
4622,1951,7
4623,1350,69
4624,1901,131
4625,1168,41
4626,550,11
4627,663,41
4628,762,81
4629,201,7
4630,1965,81
4631,332,81
4632,741,131
4633,1930,81
4634,1538,99
4635,2241,69
4636,1930,35
4637,550,199
4638,687,35
4639,223,7
4640,2074,69
4641,2074,81
4642,647,99
4643,1976,81
4644,967,69
4645,647,99
4646,550,81
4647,687,41
4648,550,35
4649,815,11
4650,2289,131
4651,706,11
4652,2046,199
4653,1168,150
4654,663,69
4655,597,7
4656,313,35
4657,663,81
4658,1408,7
4659,1348,131
4660,201,131
4661,2241,81
4662,1976,11
4663,1168,81
4664,223,131
4665,967,81
4666,597,11
4667,1350,11
4668,597,7
4669,234,99
4670,836,35
4671,1348,150
4672,2046,199
4673,706,99
4674,1350,41
4675,201,11
4676,2046,69
4677,2251,81
4678,967,81
4679,1965,7
4680,1930,199
4681,550,41
4682,1168,199
4683,1976,81
4684,2251,69
4685,967,199
4686,2289,41
4687,663,81
4688,2289,99
4689,1350,41
4690,762,99
4691,741,7
4692,1217,199
4693,1168,131
4694,1718,41
4695,201,199
4696,2074,69
4697,2074,11
4698,836,11
4699,647,150
4700,2289,11
4701,741,150
4702,1976,150
4703,597,99
4704,2289,150
4705,1825,7
4706,762,35
4707,2251,131
4708,332,150
4709,1947,131
4710,1168,81
4711,332,41
4712,815,131
4713,741,150
4714,223,99
4715,2289,69
4716,2046,131
4717,706,7
4718,2251,199
4719,1350,7
4720,1997,41
4721,1217,81
4722,706,35
4723,602,199
4724,815,131
4725,1348,150
4726,815,131
4727,1930,131
4728,1947,69
4729,1168,150
4730,201,11
4731,2046,99
4732,386,150
4733,687,199
4734,1951,99
4735,223,7
4736,386,199
4737,201,99
4738,647,7
4739,597,11
4740,1217,199
4741,2046,99
4742,602,131
4743,1997,81
4744,2074,131
4745,597,7
4746,1217,131
4747,967,99
4748,762,7
4749,1217,7
4750,602,69
4751,678,7
4752,1930,99
4753,663,69
4754,1976,41
4755,1825,99
4756,706,81
4757,1718,11
4758,2046,150
4759,2046,131
4760,550,7
4761,678,69
4762,836,150
4763,550,131
4764,1538,69
4765,687,99
4766,550,199
4767,1997,7
4768,2289,69
4769,1947,150
4770,223,131
4771,313,41
4772,399,69
4773,1825,7
4774,2241,99
4775,2074,11
4776,2251,99
4777,1951,99
4778,687,7
4779,762,81
4780,1947,35
4781,1930,99
4782,815,131
4783,836,11
4784,678,41
4785,1348,150
4786,234,11
4787,663,81
4788,1825,11
4789,1350,11
4790,815,199
4791,1538,199
4792,1965,41
4793,399,41
4794,706,150
4795,647,81
4796,1217,150
4797,663,150
4798,2289,131
4799,706,99
4800,386,131
4801,1538,35
4802,1538,99
4803,399,131
4804,2074,81
4805,1976,7
4806,386,35
4807,967,41
4808,1965,99
4809,1217,35
4810,1965,69
4811,741,35
4812,706,69
4813,815,131
4814,1965,35
4815,550,199
4816,741,35
4817,2046,35
4818,647,99
4819,815,11
4820,386,11
4821,386,7
4822,815,7
4823,762,131
4824,1965,131
4825,597,131
4826,1997,35
4827,1217,81
4828,1976,69
4829,678,199
4830,1976,99
4831,602,7
4832,1408,11
4833,678,41
4834,1976,69
4835,1718,131
4836,602,7
4837,678,99
4838,1350,150
4839,386,99
4840,647,131
4841,313,35
4842,1408,81
4843,1350,81
4844,1947,81
4845,1965,99
4846,386,131
4847,836,7
4848,2289,35
4849,2251,69
4850,2251,7
4851,741,150
4852,2074,69
4853,1947,150
4854,1947,81
4855,1408,199
4856,663,41
4857,1997,99
4858,706,7
4859,2241,69
4860,1947,11
4861,687,41
4862,399,99
4863,647,35
4864,602,11
4865,1217,131
4866,836,35
4867,1825,7
4868,1217,150
4869,550,199
4870,678,99
4871,313,11
4872,1538,7
4873,967,81
4874,1348,131
4875,332,199
4876,332,150
4877,2289,81
4878,1718,69
4879,223,35
4880,1976,99
4881,706,199
4882,1538,131
4883,234,11
4884,201,41
4885,647,69
4886,597,81
4887,1825,199
4888,2074,99
4889,1947,7
4890,1976,11
4891,234,99
4892,313,11
4893,1217,41
4894,2074,69
4895,234,7
4896,201,199
4897,762,35
4898,1538,150
4899,741,7
4900,678,69
4901,550,199
4902,967,199
4903,1997,11
4904,1947,69
4905,1718,11
4906,2251,131
4907,967,150
4908,741,11
4909,223,199
4910,1348,199
4911,1947,199
4912,2289,81
4913,597,11
4914,815,69
4915,2046,81
4916,223,99
4917,1350,35
4918,1825,81
4919,2046,11
4920,706,11
4921,1825,81
4922,602,99
4923,2251,199
4924,967,41
4925,223,131
4926,1965,41
4927,706,99
4928,550,99
4929,706,131
4930,1951,11
4931,2241,69
4932,1901,41
4933,2074,41
4934,836,69
4935,1976,35
4936,2074,81
4937,1217,81
4938,2251,131
4939,597,41
4940,1348,69
4941,647,7
4942,386,69
4943,1350,81
4944,1947,11
4945,836,7
4946,1976,199
4947,1965,99
4948,2074,131
4949,2241,41
4950,223,41
4951,2251,99
4952,687,11
4953,2289,69
4954,836,11
4955,1350,35
4956,597,199
4957,815,11
4958,313,99
4959,1951,41
4960,2251,69
4961,1947,35
4962,1901,35
4963,1718,11
4964,1825,41
4965,550,11
4966,313,199
4967,706,131
4968,741,81
4969,687,7
4970,313,99
4971,2046,199
4972,550,150
4973,1217,150
4974,1947,150
4975,597,199
4976,1965,99
4977,386,35
4978,1825,41
4979,313,11
4980,223,150
4981,223,35
4982,1825,199
4983,1408,131
4984,1965,99
4985,1901,35
4986,678,99
4987,2046,35
4988,201,99
4989,550,7
4990,1350,35
4991,1348,131
4992,2251,199
4993,1408,35
4994,741,41
4995,1217,35
4996,1997,150
4997,1825,69
4998,386,131
4999,706,131
5000,1718,131
5001,602,99
5002,1976,11
5003,1217,35
5004,2289,69
5005,2251,7
5006,836,150
5007,836,150
5008,2046,150
5009,332,99
5010,2251,131
5011,967,69
5012,678,69
5013,706,99
5014,1965,131
5015,1951,41
5016,313,7
5017,332,35
5018,313,99
5019,223,81
5020,2289,69
5021,1217,11
5022,1348,35
5023,1825,81
5024,2251,41
5025,762,199
5026,1965,41
5027,597,131
5028,1947,199
5029,663,69
5030,313,35
5031,741,7
5032,1217,41
5033,550,150
5034,223,35
5035,2251,35
5036,1976,35
5037,647,35
5038,2251,199
5039,1825,11
5040,1168,41
5041,762,69
5042,2074,199
5043,1825,131
5044,1901,150
5045,313,7
5046,1348,41
5047,1930,7
5048,1976,7
5049,1538,131
5050,647,81
5051,1350,131
5052,550,131
5053,1947,81
5054,741,69
5055,234,69
5056,2289,69
5057,687,11
5058,836,69
5059,967,35
5060,1217,41
5061,1976,41
5062,1901,35
5063,1825,7
5064,1947,11
5065,597,99
5066,741,35
5067,1825,199
5068,1538,99
5069,332,69
5070,1951,150
5071,687,199
5072,647,11
5073,967,199
5074,234,81
5075,1965,7
5076,2241,41
5077,647,131
5078,741,7
5079,1976,35
5080,1538,131
5081,1976,69
5082,1965,41
5083,1901,7
5084,1538,150
5085,1408,199
5086,1976,11
5087,223,11
5088,2046,99
5089,1951,99
5090,2289,11
5091,815,99
5092,687,131
5093,1408,69
5094,2289,99
5095,706,69
5096,602,7
5097,1168,150
5098,1408,11
5099,687,150
5100,2046,41
5101,602,99
5102,815,131
5103,687,131
5104,663,41
5105,201,131
5106,2289,69
5107,399,131
5108,597,69
5109,1825,41
5110,2251,11
5111,706,35
5112,550,35
5113,602,69
5114,1538,150
5115,647,69
5116,1718,69
5117,762,41
5118,762,11
5119,836,99
5120,815,99
5121,399,11
5122,234,7
5123,706,11
5124,1951,199
5125,223,150
5126,1965,150
5127,1825,81
5128,663,69
5129,815,11
5130,1997,131
5131,741,11
5132,1825,69
5133,706,69
5134,2046,150
5135,2241,99
5136,399,131
5137,223,69
5138,2241,99
5139,597,11
5140,762,41
5141,647,11
5142,550,7
5143,741,35
5144,1930,150
5145,1951,11
5146,1965,7
5147,332,131
5148,550,7
5149,2251,69
5150,1217,35
5151,706,99
5152,2046,131
5153,1901,99
5154,1997,81
5155,2251,81
5156,1350,99
5157,2289,199
5158,1718,7
5159,1965,11
5160,1976,69
5161,1718,81
5162,602,150
5163,1947,99
5164,663,131
5165,201,7
5166,597,35
5167,234,11
5168,332,35
5169,706,131
5170,706,41
5171,332,99
5172,1217,150
5173,234,81
5174,967,99
5175,663,131
5176,386,69
5177,223,69
5178,1350,7
5179,1965,11
5180,1348,150
5181,1997,41
5182,1718,131
5183,550,199
5184,1947,35
5185,1976,35
5186,1997,99
5187,663,41
5188,313,81
5189,1965,7
5190,2241,69
5191,967,99
5192,1951,41
5193,1217,69
5194,1947,7
5195,967,131
5196,2289,7
5197,2046,99
5198,762,35
5199,1217,99
5200,762,81
5201,1168,11
5202,2251,99
5203,386,131
5204,1947,99
5205,550,35
5206,1930,99
5207,2241,99
5208,1348,69
5209,2046,7
5210,550,199
5211,762,81
5212,762,81
5213,386,41
5214,1997,99
5215,706,69
5216,223,150
5217,1408,199
5218,1930,69
5219,1951,131
5220,706,150
5221,399,11
5222,1825,11
5223,1350,199
5224,2046,81
5225,399,199
5226,386,35
5227,687,199
5228,1976,99
5229,1217,199
5230,1965,81
5231,663,99
5232,687,35
5233,1408,150
5234,663,41
5235,2074,150
5236,1951,11
5237,836,81
5238,1538,150
5239,1947,199
5240,234,35
5241,1348,81
5242,1997,35
5243,1538,7
5244,1901,11
5245,741,81
5246,201,69
5247,2289,35
5248,1947,150
5249,1951,131
5250,836,11
5251,234,41
5252,386,199
5253,386,69
5254,836,131
5255,1408,199
5256,2241,199
5257,1997,35
5258,2074,11
5259,1348,41
5260,1538,35
5261,1217,41
5262,741,199
5263,399,81
5264,2241,131
5265,1408,69
5266,2241,81
5267,2046,150
5268,386,69
5269,1930,11
5270,678,7
5271,2074,69
5272,386,131
5273,223,41
5274,2251,81
5275,1997,81
5276,663,131
5277,1408,11
5278,2251,81
5279,2289,69
5280,399,41
5281,1930,7
5282,647,150
5283,647,7
5284,1825,81
5285,687,150
5286,1951,7
5287,1947,41
5288,741,11
5289,1951,69
5290,234,150
5291,234,150
5292,2289,41
5293,1901,41
5294,550,81
5295,1997,199
5296,678,150
5297,2289,41
5298,1947,41
5299,815,99
5300,386,7
5301,1408,41
5302,967,41
5303,1825,199
5304,836,7
5305,2251,7
5306,967,41
5307,597,150
5308,815,150
5309,602,7
5310,663,150
5311,1930,7
5312,836,69
5313,2251,7
5314,967,131
5315,332,69
5316,1901,99
5317,201,11
5318,706,150
5319,1217,69
5320,2046,69
5321,1976,131
5322,1997,150
5323,223,81
5324,762,11
5325,1168,11
5326,1947,69
5327,1997,7
5328,1168,199
5329,2241,35
5330,741,81
5331,2074,69
5332,1168,11
5333,597,35
5334,762,35
5335,2241,199
5336,2074,35
5337,550,41
5338,741,35
5339,663,69
5340,1825,69
5341,1408,69
5342,836,7
5343,1947,41
5344,815,41
5345,234,99
5346,2289,11
5347,1718,11
5348,1825,131
5349,1538,99
5350,2046,35
5351,597,41
5352,1947,69
5353,2289,99
5354,1350,41
5355,550,81
5356,223,99
5357,2251,131
5358,1825,11
5359,2289,150
5360,663,81
5361,1825,131
5362,597,11
5363,313,131
5364,2241,69
5365,706,199
5366,223,81
5367,2289,41
5368,815,99
5369,706,150
5370,1408,11
5371,234,81
5372,223,11
5373,223,11
5374,678,69
5375,386,131
5376,313,199
5377,1930,131
5378,815,7
5379,386,41
5380,1168,11
5381,1348,11
5382,1217,69
5383,223,99
5384,836,199
5385,762,69
5386,602,131
5387,1997,7
5388,1168,7
5389,2289,131
5390,2251,199
5391,1965,150
5392,2241,35
5393,836,199
5394,967,35
5395,2046,81
5396,1217,7
5397,678,150
5398,234,35
5399,1538,41
5400,2241,99
5401,1951,131
5402,1930,81
5403,836,131
5404,602,131
5405,1930,131
5406,663,131
5407,1217,41
5408,741,99
5409,2251,35
5410,597,150
5411,597,99
5412,1930,41
5413,597,11
5414,201,7
5415,762,35
5416,647,41
5417,223,131
5418,550,69
5419,647,81
5420,550,131
5421,1718,11
5422,815,131
5423,1930,41
5424,1718,69
5425,741,99
5426,836,150
5427,836,199
5428,1538,69
5429,836,69
5430,597,7
5431,1930,150
5432,647,199
5433,1350,41
5434,550,35
5435,762,99
5436,1947,11
5437,1348,131
5438,687,150
5439,1951,11
5440,223,150
5441,2074,7
5442,2046,11
5443,2251,11
5444,2046,131
5445,1965,69
5446,313,81
5447,234,199
5448,2074,41
5449,1947,11
5450,815,81
5451,2289,131
5452,967,131
5453,602,11
5454,1718,131
5455,663,69
5456,602,11
5457,1350,35
5458,2251,99
5459,1947,131
5460,678,150
5461,1217,69
5462,1930,11
5463,1718,35
5464,1217,150
5465,1168,150
5466,1965,199
5467,1965,99
5468,762,150
5469,762,131
5470,386,131
5471,1951,11
5472,1408,81
5473,2241,69
5474,386,150
5475,234,11
5476,706,35
5477,234,11
5478,663,7
5479,602,35
5480,2241,35
5481,663,199
5482,332,199
5483,602,41
5484,741,131
5485,836,199
5486,1997,11
5487,1350,69
5488,687,81
5489,815,131
5490,815,69
5491,663,69
5492,2046,150
5493,1350,199
5494,1997,7
5495,234,150
5496,1951,7
5497,836,131
5498,706,199
5499,1350,131
5500,678,81
5501,399,199
5502,1901,7
5503,386,131
5504,1930,99
5505,2074,131
5506,399,7
5507,550,99
5508,602,35
5509,1965,41
5510,1168,199
5511,836,35
5512,1976,7
5513,2241,199
5514,2289,7
5515,201,11
5516,647,69
5517,1408,11
5518,706,41
5519,762,131
5520,1901,7
5521,332,81
5522,762,35
5523,647,199
5524,2251,150
5525,1217,81
5526,1976,81
5527,602,99
5528,1976,69
5529,201,150
5530,2241,99
5531,2046,69
5532,1350,199
5533,399,131
5534,836,99
5535,1718,7
5536,1825,199
5537,1825,69
5538,234,99
5539,1965,7
5540,967,131
5541,836,131
5542,386,81
5543,1965,7
5544,1947,81
5545,1718,199
5546,602,69
5547,1930,131
5548,1997,199
5549,386,35
5550,1930,7
5551,967,41
5552,762,69
5553,741,150
5554,687,131
5555,1825,7
5556,597,11
5557,1350,99
5558,1951,41
5559,597,199
5560,815,150
5561,1348,41
5562,1350,99
5563,647,199
5564,1965,35
5565,201,199
5566,313,7
5567,678,11
5568,2046,150
5569,1718,150
5570,223,11
5571,1930,11
5572,313,131
5573,967,41
5574,550,35
5575,1930,35
5576,2074,150
5577,2074,199
5578,1538,131
5579,2241,199
5580,313,131
5581,1901,41
5582,1408,131
5583,1901,81
5584,386,99
5585,663,35
5586,1217,150
5587,2289,11
5588,687,199
5589,836,99
5590,741,131
5591,1947,41
5592,1976,99
5593,1951,41
5594,332,35
5595,2289,41
5596,550,199
5597,762,7
5598,1408,7
5599,550,35
5600,399,7
5601,741,69
5602,1718,199
5603,706,11
5604,678,7
5605,1408,69
5606,663,7
5607,1976,35
5608,1997,150
5609,663,131
5610,836,131
5611,550,81
5612,2289,7
5613,1348,35
5614,1217,11
5615,1951,99
5616,550,199
5617,741,69
5618,1976,7
5619,597,11
5620,1348,150
5621,836,41
5622,2046,35
5623,550,99
5624,663,41
5625,313,41
5626,815,150
5627,678,69
5628,1976,35
5629,678,69
5630,663,99
5631,1350,41
5632,1217,11
5633,1951,41
5634,313,99
5635,2241,150
5636,687,7
5637,1350,11
5638,687,81
5639,836,35
5640,2251,7
5641,223,150
5642,2289,131
5643,2046,11
5644,1997,35
5645,1168,81
5646,597,11
5647,2046,131
5648,1408,35
5649,1718,7
5650,602,81
5651,967,150
5652,1348,41
5653,1976,199
5654,2289,199
5655,332,11
5656,1408,81
5657,223,69
5658,647,131
5659,1951,99
5660,1930,11
5661,687,99
5662,1947,199
5663,741,150
5664,597,11
5665,399,199
5666,2289,81
5667,386,41
5668,550,99
5669,332,131
5670,1168,99
5671,1718,150
5672,2289,35
5673,386,7
5674,663,7
5675,1217,35
5676,1348,41
5677,1718,41
5678,2074,41
5679,741,11
5680,1217,81
5681,2046,7
5682,836,41
5683,234,7
5684,663,7
5685,741,69
5686,1947,199
5687,687,150
5688,550,35
5689,1997,69
5690,1997,131
5691,597,131
5692,201,199
5693,223,150
5694,836,131
5695,663,81
5696,550,131
5697,1965,99
5698,1901,99
5699,602,199
5700,836,150
5701,2289,81
5702,1997,41
5703,1901,35
5704,399,131
5705,1997,69
5706,386,69
5707,201,131
5708,836,99
5709,1901,81
5710,313,41
5711,1997,131
5712,386,99
5713,647,199
5714,741,150
5715,1168,7
5716,550,131
5717,647,81
5718,313,99
5719,2074,69
5720,678,199
5721,313,150
5722,967,35
5723,386,41
5724,762,199
5725,313,131
5726,647,11
5727,1976,41
5728,2074,69
5729,2251,11
5730,1965,69
